Joueur;Equipe;Statut;Position;Age;ELC_Saisons;Salaire_Reel_Saisons;2026-27;2027-28;2028-29;2029-30;2030-31
Hanifin, Noah;VGK;;LD;29.0;;;7350000;7350000;7350000;7350000;7350000
Hill, Adin;VGK;;G;30.0;;;6250000;6250000;6250000;6250000;6250000
Karlsson, William;VGK;;C;33.0;;;5900000;UFA;0;0;0
Barbashev, Ivan;VGK;;LW;30.0;;;5000000;5000000;UFA;0;0
Lauzon, Jeremy;VGK;;LD;29.0;;;4000000;4000000;4000000;4000000;4000000
McNabb, Brayden;VGK;;LD;35.0;;;3650000;3650000;UFA;0;0
Dowd, Nic;VGK;;C;36.0;;;3000000;UFA;0;0;0
Howden, Brett;VGK;;C,LW;28.0;;;2500000;2500000;2500000;2500000;UFA
Hart, Carter;VGK;;G;28.0;;;2000000;UFA;0;0;0
Olofsson, Victor;VGK;;LW,RW;31.0;;;1638330;UFA;0;0;0
Davies, Jeremy;VGK;;D;29.0;;;1150000;UFA;0;0;0
Piiparinen, Juho;VGK;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Wotherspoon, Parker;VGK;;LD;29.0;;2026-27;1000000;UFA;0;0;0
Moysevich, Pavel;VGK;ELC;G;21.0;2026-27|2027-28|2028-29;;980000;980000;980000;RFA;0
Weiermair, Alex;VGK;ELC;;21.0;2026-27|2027-28|2028-29;;975000;975000;975000;RFA;0
Connelly, Trevor;VGK;ELC;LW;20.0;2026-27|2027-28|2028-29;;974167;974167;974167;RFA;0
Ride, Bronson;VGK;ELC;;21.0;2026-27|2027-28|2028-29;;970500;970500;970500;RFA;0
Uronen, Tuomas;VGK;ELC;W,C;21.0;2026-27|2027-28;;952500;952500;RFA;0;0
Swick, Trent;VGK;ELC;LW;22.0;2026-27|2027-28;;950000;950000;RFA;0;0
Hallum, Jackson;VGK;ELC;F;23.0;2026-27;;942500;RFA;0;0;0
Whitehead, Cameron;VGK;ELC;G;23.0;2026-27;;937500;RFA;0;0;0
Uchacz, Kai;VGK;ELC;C,RW;23.0;2026-27;;920000;RFA;0;0;0
Bowman, Braeden;VGK;ELC;RW;23.0;2026-27;;912500;RFA;0;0;0
Kmec, Viliam;VGK;ELC;D;22.0;2026-27;;908333;RFA;0;0;0
Gustafson, Jordan;VGK;ELC;C;22.0;2026-27;;905000;RFA;0;0;0
Cataford, Mathieu;VGK;ELC;RW;21.0;2026-27|2027-28;;901666;901666;RFA;0;0
Lavoie, Raphael;VGK;;C,RW;25.0;;;900000;0;0;0;0
Lindbom, Carl;VGK;;G;23.0;;;900000;900000;900000;RFA;0
Laczynski, Tanner;VGK;;C;29.0;;;900000;900000;900000;UFA;0
Hemmerling, Ben;VGK;ELC;RW;22.0;2026-27;;896111;RFA;0;0;0
Sapovaliv, Matyas;VGK;ELC;C;22.0;2026-27;;878334;RFA;0;0;0
Gatcomb, Marc;VGK;;C,RW;27.0;;;875000;875000;UFA;0;0
Coghlan, Dylan;VGK;;D;28.0;;;875000;875000;UFA;0;0
Tuomisto, Antti;VGK;;D;25.0;;;875000;875000;UFA;0;0
Ginning, Adam;VGK;;LD;26.0;;;875000;875000;UFA;0;0
Demek, Jakub;VGK;;RW;23.0;;;850000;RFA;0;0;0
Rondbjerg, Jonas;VGK;;LW,RW;27.0;;;850000;UFA;0;0;0
Megna, Jaycob;VGK;;D;33.0;;;850000;UFA;0;0;0
Cormier, Lukas;VGK;;D;24.0;;;850000;0;0;0;0
Fleming, Joe;VGK;;D;23.0;;;850000;RFA;0;0;0
Heinola, Ville;VGK;;LD;25.0;;;850000;0;0;0;0
Holtz, Alexander;VGK;;RW,LW;24.0;;;835352;RFA;0;0;0
Brabenec, Jakub;VGK;;LW,C;22.0;;;RFA;0;0;0;0
Morozov, Ivan;VGK;;C;26.0;;;RFA;0;0;0;0
undefined, undefined;VGK;;;;;;;;;;
Connor, Kyle;WPG;;LW;29.0;;;12000000;12000000;12000000;12000000;12000000.0
Scheifele, Mark;WPG;;C;33.0;;;8500000;8500000;8500000;8500000;8500000.0
Hellebuyck, Connor;WPG;;G;33.0;;;8500000;8500000;8500000;8500000;8500000.0
Vilardi, Gabriel;WPG;;RW,C;27.0;;;7500000;7500000;7500000;7500000;7500000.0
Pionk, Neal;WPG;;RD;31.0;;;7000000;7000000;7000000;7000000;7000000.0
Morrissey, Josh;WPG;;LD;31.0;;;6250000;6250000;UFA;0;0.0
Perfetti, Cole;WPG;;RW,LW;24.0;;;6000000;6000000;6000000;6000000;6000000.0
Samberg, Dylan;WPG;;LD;27.0;;;5750000;5750000;UFA;0;0.0
Lowry, Adam;WPG;;C;33.0;;;5000000;5000000;5000000;5000000;5000000.0
Demelo, Dylan;WPG;;RD;33.0;;;4900000;4900000;UFA;0;0.0
Niederreiter, Nino;WPG;;LW;33.0;;;4000000;UFA;0;0;0.0
Ferraro, Mario;WPG;;LD,RD;27.0;;;4000000;4000000;4000000;UFA;0.0
Skinner, Stuart;WPG;;G;27.0;;;3750000;3750000;UFA;0;0.0
Iafallo, Alex;WPG;;LW,RW;32.0;;;3666666;3666666;UFA;0;0.0
Namestnikov, Vladislav;WPG;;C,LW;33.0;;;3000000;UFA;0;0;0.0
Barron, Morgan;WPG;;C,LW;27.0;;;1850000;UFA;0;0;0.0
Koepke, Cole;WPG;;LW,RW;28.0;;;1450000;1450000;UFA;0;0.0
Björck, Viggo;WPG;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0.0
Brown, Garrett;WPG;ELC;D;22.0;2026-27|2027-28;;1050000;1050000;RFA;0;0.0
Freij, Alfons;WPG;ELC;D;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0.0
Julien, Jacob;WPG;ELC;C;21.0;2026-27|2027-28;;957500;957500;RFA;0;0.0
Walton, Kieron;WPG;ELC;C,LW;20.0;2026-27|2027-28|2028-29;;955556;955556;955556;RFA;0.0
Fleury, Haydn;WPG;;LD,RD;30.0;;;950000;UFA;0;0;0.0
Yager, Brayden;WPG;ELC;C;21.0;2026-27|2027-28;;940833;940833;RFA;0;0.0
He, Kevin;WPG;ELC;LW;20.0;2026-27|2027-28|2028-29;;932500;932500;932500;RFA;0.0
Rosén, Isak;WPG;;LW,RW;23.0;;;925000;925000;RFA;0;0.0
Milic, Thomas;WPG;ELC;G;23.0;2026-27;;916667;RFA;0;0;0.0
Wahlin, Lucas;WPG;;;25.0;;;910000;RFA;0;0;0.0
Barlow, Colby;WPG;ELC;LW;21.0;2026-27|2027-28;;909166;909166;RFA;0;0.0
DiVincentiis, Domenic;WPG;ELC;G;22.0;2026-27;;905556;RFA;0;0;0.0
Wagner, Fabian;WPG;ELC;C,RW;22.0;2026-27;;905556;RFA;0;0;0.0
Lambert, Brad;WPG;ELC;C,RW;22.0;2026-27;;886666;RFA;0;0;0.0
Zhilkin, Danny;WPG;ELC;C;22.0;2026-27;;878333;RFA;0;0;0.0
Chibrikov, Nikita;WPG;;LW,RW;23.0;;;875000;875000;RFA;0;0.0
Bauer, Tyrel;WPG;;D;24.0;;;875000;875000;RFA;0;0.0
Duehr, Walker;WPG;;RW;28.0;;;875000;875000;UFA;0;0.0
Salomonsson, Elias;WPG;ELC;RD;21.0;2026-27;;865000;RFA;0;0;0.0
St. Ivany, Jack;WPG;;RD;27.0;;;850000;UFA;0;0;0.0
Gregor, Noah;WPG;;LW,RW;28.0;;;850000;UFA;0;0;0.0
Poulter, Isaac;WPG;;G;24.0;;;850000;0;0;0;0.0
Thrun, Henry;WPG;;LD;25.0;;;850000;RFA;0;0;0.0
Phillips, Isaak;WPG;;D;24.0;;;812500;0;0;0;0.0
Ford, Parker;WPG;;C,RW;26.0;;;812500;0;0;0;0.0
Kupari, Rasmus;WPG;;C,RW;26.0;;;RFA;0;0;0;0.0
undefined, undefined;WPG;;;;;;;;;;
Tuch, Alex;WSH;;RW,C;30.0;;;10500000.0;10500000;10500000;10500000;10500000
Dubois, Pierre-Luc;WSH;;C,LW;28.0;;;8500000.0;8500000;8500000;8500000;8500000
Kyrou, Jordan;WSH;;RW;28.0;;;8125000.0;8125000;8125000;8125000;8125000
Wilson, Tom;WSH;;RW;32.0;;;6540000.0;6540000;6540000;6540000;6540000
Jenner, Boone;WSH;;C,LW;33.0;;;5750000.0;5750000;5750000;5750000;UFA
Strome, Dylan;WSH;;C;29.0;;;5000000.0;5000000;UFA;0;0
Ovechkin, Alex;WSH;;LW;40.0;;;4250000.0;UFA;0;0;0
Protas, Aliaksei;WSH;;LW,RW;25.0;;;3375000.0;3375000;3375000;UFA;0
Beauvillier, Anthony;WSH;;LW,RW;29.0;;;2750000.0;UFA;0;0;0
Frank, Ethen;WSH;;RW,C;28.0;;;2000000.0;2000000;UFA;0;0
Leonard, Ryan;WSH;ELC;RW,LW;21.0;2026-27;;950000.0;RFA;0;0;0
Protas, Ilya;WSH;ELC;C,LW;20.0;2026-27|2027-28|2028-29;;932500.0;932500;932500;RFA;0
Miroshnichenko, Ivan;WSH;;RW,LW;22.0;;;925000.0;925000;RFA;0;0
Sourdif, Justin;WSH;;RW,C;24.0;;;825000.0;RFA;0;0;0
Chychrun, Jakob;WSH;;LD;28.0;;;9000000.0;9000000;9000000;9000000;9000000
Fehervary, Martin;WSH;;LD;26.0;;;6000000.0;6000000;6000000;6000000;6000000
Roy, Matt;WSH;;RD;31.0;;;5750000.0;5750000;5750000;5750000;UFA
Sandin, Rasmus;WSH;;LD,RD;26.0;;;4600000.0;4600000;4600000;UFA;0
Desharnais, Vincent;WSH;;RD;30.0;;;4200000.0;4200000;4200000;4200000;UFA
Liljegren, Timothy;WSH;;RD;27.0;;;3250000.0;3250000;UFA;0;0
Hutson, Cole;WSH;ELC;LD;20.0;2026-27|2027-28;;952083.0;952083;RFA;0;0
Holl, Justin;WSH;;RD;34.0;;;900000.0;UFA;0;0;0
Thompson, Logan;WSH;;G;29.0;;;5850000.0;5850000;5850000;5850000;5850000
Lindgren, Charlie;WSH;;G;32.0;;;3000000.0;3000000;UFA;0;0
Suvanto, Oliver;WSH;ELC;;17.0;2026-27|2027-28|2028-29;;1075000.0;1075000;1075000;RFA;0
Niederbach, Theodor;WSH;ELC;C,RW;24.0;2026-27;;1025000.0;RFA;0;0;0
Sikora, Petr;WSH;ELC;C;20.0;2026-27|2027-28|2028-29;;995000.0;995000;995000;RFA;0
Kopff, Tyler;WSH;ELC;F;23.0;2026-27;;975000.0;RFA;0;0;0
Lakovic, Lynden;WSH;ELC;F;19.0;2026-27|2027-28|2028-29;;974167.0;974167;974167;RFA;0
Thomas, Patrick;WSH;ELC;C;22.0;2026-27|2027-28;;965833.0;965833;RFA;0;0
Parascak, Terik;WSH;ELC;RW;20.0;2026-27|2027-28|2028-29;;941667.0;941667;941667;RFA;0
Mateiko, Eriks;WSH;ELC;LW,RW;20.0;2026-27|2027-28|2028-29;;932500.0;932500;932500;RFA;0
Trineyev, Bogdan;WSH;;LW;24.0;;;900000.0;900000;RFA;0;0
Cristall, Andrew;WSH;ELC;LW;21.0;2026-27|2027-28;;889166.0;889166;RFA;0;0
Suzdalev, Alexander;WSH;ELC;F;22.0;2026-27;;864999.0;RFA;0;0;0
Persson, Ludwig;WSH;ELC;C,LW;22.0;2026-27;;864999.0;RFA;0;0;0
Smallman, Spencer;WSH;;C,RW;29.0;;;850000.0;UFA;0;0;0
Brodzinski, Jonny;WSH;;RW,LW;33.0;;;850000.0;UFA;0;0;0
Dunne, Joshua;WSH;;C,LW;27.0;;;850000.0;UFA;0;0;0
Chesley, Ryan;WSH;ELC;D;22.0;2026-27|2027-28;;945833.0;945833;RFA;0;0
Muggli, Leon;WSH;ELC;D;20.0;2026-27|2027-28|2028-29;;932500.0;932500;932500;RFA;0
Gucciardi, David;WSH;ELC;D;23.0;2026-27;;930000.0;RFA;0;0;0
Allen, Cam;WSH;ELC;D;21.0;2026-27|2027-28;;930000.0;930000;RFA;0;0
McIlrath, Dylan;WSH;;RD;34.0;;;850000.0;UFA;0;0;0
Belpedio, Louie;WSH;;D;30.0;;;850000.0;UFA;0;0;0
MacDonald, Jacob;WSH;;D,LW;33.0;;;850000.0;UFA;0;0;0
Stevenson, Clay;WSH;;G;27.0;;;850000.0;UFA;0;0;0
Gibson, Mitchell;WSH;;G;27.0;;;812500.0;UFA;0;0;0
undefined, undefined;WSH;;;;;;;;;;
